chapter	pdf_pages	section	source_kind	material_type	german	note
8	190	Arzt und Apotheke	Redemittel	sentence	Ich fühle mich nicht gut.	
8	190	Arzt und Apotheke	Redemittel	sentence	Mir geht es nicht gut.	
8	190	Arzt und Apotheke	Redemittel	sentence	Ich habe Bauchschmerzen.	
8	190	Arzt und Apotheke	Redemittel	sentence	Mein Arm tut weh.	
8	190	Arzt und Apotheke	Redemittel	sentence	Wie oft soll ich die Medikamente nehmen?	
8	190	Arzt und Apotheke	Redemittel	sentence	Wann soll ich die Medikamente nehmen?	
8	190	Arzt und Apotheke	Redemittel	sentence	Darf ich rauchen?	
8	190	Arzt und Apotheke	Redemittel	sentence	Wann darf ich wieder Sport machen?	
8	190	Arzt und Apotheke	Redemittel	sentence	Wie lange muss ich im Bett bleiben?	
8	190	Arzt und Apotheke	Redemittel	sentence	Ich brauche eine Krankenschreibung.	
8	190	Arzt und Apotheke	Redemittel	sentence	Trinken Sie viel Wasser!	
8	190	Arzt und Apotheke	Redemittel	sentence	Nehmen Sie die Tablette nach dem Essen!	
8	190	Arzt und Apotheke	Redemittel	sentence	Schlafen Sie viel!	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	schwimmen – ist geschwommen	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	Fußball spielen – hat Fußball gespielt	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	kochen – hat gekocht	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	Musik hören – hat Musik gehört	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	tanzen – hat getanzt	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	Fahrrad fahren – ist Fahrrad gefahren	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	lesen – hat gelesen	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	fotografieren – hat fotografiert	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	singen – hat gesungen	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	malen – hat gemalt	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	reisen – ist gereist	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	machen – hat gemacht	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	joggen – hat gejoggt	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	backen – hat gebacken	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	reden – hat geredet	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	sprechen – hat gesprochen	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	schmecken – hat geschmeckt	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	anrufen – hat angerufen	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	antworten – hat geantwortet	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	lernen – hat gelernt	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	bekommen – hat bekommen	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	ansehen – hat angesehen	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	aussehen – hat ausgesehen	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	empfehlen – hat empfohlen	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	erzählen – hat erzählt	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	entdecken – hat entdeckt	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	verstehen – hat verstanden	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	aufstehen – ist aufgestanden	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	mitkommen – ist mitgekommen	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	ankommen – ist angekommen	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	lachen – hat gelacht	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	genießen – hat genossen	
9	204	Freizeitverben und Perfekt	Lernwortschatz	phrase	umtauschen – hat umgetauscht	
9	204	Nomen	Lernwortschatz	phrase	die Freizeit	
9	204	Nomen	Lernwortschatz	phrase	das Hobby	
9	204	Nomen	Lernwortschatz	phrase	der Freund	
9	204	Nomen	Lernwortschatz	phrase	die Freundin	
9	204	Nomen	Lernwortschatz	phrase	die Familie	
9	204	Nomen	Lernwortschatz	phrase	die Stadt	
9	204	Nomen	Lernwortschatz	phrase	die Schule	
9	204	Nomen	Lernwortschatz	phrase	das Wochenende	
9	204	Nomen	Lernwortschatz	phrase	das Stadion	
9	204	Nomen	Lernwortschatz	phrase	der Vater	
9	204	Nomen	Lernwortschatz	phrase	die Mutter	
9	204	Nomen	Lernwortschatz	phrase	der Freitag	
9	204	Nomen	Lernwortschatz	phrase	die Kirche	
9	204	Nomen	Lernwortschatz	phrase	der Bahnhof	
9	204	Nomen	Lernwortschatz	phrase	die Schwester	
9	204	Nomen	Lernwortschatz	phrase	die Großeltern	
9	204	Nomen	Lernwortschatz	phrase	die Katze	
9	204	Nomen	Lernwortschatz	phrase	die Nachbarn	
9	204	Nomen	Lernwortschatz	phrase	der Chef	
9	204	Nomen	Lernwortschatz	phrase	der Hund	
9	204	Nomen	Lernwortschatz	phrase	das Restaurant	
9	204	Nomen	Lernwortschatz	phrase	der Samstag	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	das Museum	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	das Bild	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	das Foto	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	die Altstadt	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	der Ausflug	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	das Schloss	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	die Brücke	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	die Sehenswürdigkeiten	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	ins Stadion gehen	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	im Stadion	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	zum Yoga gehen	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	ins Café gehen	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	nach Hause	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	im Stadtmuseum	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	ins Bett gehen	
9	205	Orte und Erlebnisse	Lernwortschatz	phrase	zu Hause	
9	205	Orte und Erlebnisse	Lernwortschatz	word	unterwegs	
9	205	Adjektive und Angaben	Lernwortschatz	word	super	
9	205	Adjektive und Angaben	Lernwortschatz	word	neu	
9	205	Adjektive und Angaben	Lernwortschatz	phrase	sehr gut	
9	205	Adjektive und Angaben	Lernwortschatz	word	spät	
9	205	Adjektive und Angaben	Lernwortschatz	word	müde	
9	205	Adjektive und Angaben	Lernwortschatz	word	toll	
9	205	Adjektive und Angaben	Lernwortschatz	word	aktiv	
9	205	Adjektive und Angaben	Lernwortschatz	word	außerhalb	
9	205	Adjektive und Angaben	Lernwortschatz	word	sauber	
9	205	Adjektive und Angaben	Lernwortschatz	word	günstig	
9	205	Adjektive und Angaben	Lernwortschatz	word	lustig	
9	205	Adjektive und Angaben	Lernwortschatz	word	oft	
9	205	Adjektive und Angaben	Lernwortschatz	word	manchmal	
9	205	Adjektive und Angaben	Lernwortschatz	word	gemeinsam	
9	205	Zeitangaben	Lernwortschatz	phrase	jeden Tag	
9	205	Zeitangaben	Lernwortschatz	word	gestern	
9	205	Zeitangaben	Lernwortschatz	phrase	letztes Wochenende	
9	205	Zeitangaben	Lernwortschatz	phrase	vor zwei Tagen	
9	205	Zeitangaben	Lernwortschatz	word	vorgestern	
9	205	Zeitangaben	Lernwortschatz	phrase	letzten Monat	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Was machen Sie gern?	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Was machst du gern?	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Was machen Sie in Ihrer Freizeit?	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Was machst du in deiner Freizeit?	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Hast du ein Hobby?	
9	206	Freizeit und Erlebnisse	Redemittel	phrase	Mein Hobby ist …	
9	206	Freizeit und Erlebnisse	Redemittel	phrase	Meine Hobbys sind …	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Ich lese gern Bücher.	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Ich gehe gern spazieren.	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Gehst du gern ins Kino?	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Ja, gern.	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Nein, nicht so gern.	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Es geht so.	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Was hast du letztes Wochenende gemacht?	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Ich habe Freunde besucht.	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Erzähl mir von deinem letzten Urlaub!	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Was machst du heute mit deinen Freunden?	
9	206	Freizeit und Erlebnisse	Redemittel	sentence	Wir treffen uns um … Uhr.	
10	225	Reisevorbereitungen	Lernwortschatz	phrase	der Koffer	
10	225	Reisevorbereitungen	Lernwortschatz	word	packen	
10	225	Reisevorbereitungen	Lernwortschatz	phrase	der Schlafanzug	
10	225	Reisevorbereitungen	Lernwortschatz	phrase	der Badeanzug	
10	225	Reisevorbereitungen	Lernwortschatz	phrase	die Regenhose	
10	225	Reisevorbereitungen	Lernwortschatz	phrase	die Turnschuhe	
10	225	Reisevorbereitungen	Lernwortschatz	phrase	die Handtasche	
10	225	Reisevorbereitungen	Lernwortschatz	phrase	die Sonnenbrille	
10	225	Reisevorbereitungen	Lernwortschatz	phrase	der Regenschirm	
10	225	Reisevorbereitungen	Lernwortschatz	phrase	die Snacks	
10	225	Reisevorbereitungen	Lernwortschatz	word	buchen	
10	225	Reisevorbereitungen	Lernwortschatz	phrase	eine Reise machen	
10	225	Reisevorbereitungen	Lernwortschatz	phrase	den Koffer packen	
10	225	Reisevorbereitungen	Lernwortschatz	phrase	sich vorbereiten	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	nach Wien fahren	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	word	campen	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	das Wohnmobil	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	das Zelt	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	die Rückfahrt	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	die U-Bahn	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	die Haltestelle	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	der Hauptbahnhof	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	das Lagerfeuer	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	die Fahrradtour	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	der See	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	die Berge	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	mit dem Zug fahren	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	mit dem Auto fahren	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	mit dem Bus fahren	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	zu Fuß gehen	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	word	aussteigen	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	der Gasthof	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	die Spezialität	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	die Berliner Mauer	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	der Kölner Dom	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	der Tourist	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	der Rhein	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	der Fluss	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	das Eis	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	das Bier	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	die Currywurst	
10	225	Reiseziele und Verkehrsmittel	Lernwortschatz	phrase	die Kunst	
10	225	Wetter	Lernwortschatz	phrase	das Wetter	
10	225	Wetter	Lernwortschatz	word	sonnig	
10	225	Wetter	Lernwortschatz	word	regnen	
10	225	Wetter	Lernwortschatz	word	heiß	
10	225	Wetter	Lernwortschatz	sentence	Es hat plötzlich geregnet.	
10	225	Städtereise und Aktivitäten	Lernwortschatz	phrase	das Schloss besuchen	
10	225	Städtereise und Aktivitäten	Lernwortschatz	phrase	die Altstadt besichtigen	
10	225	Städtereise und Aktivitäten	Lernwortschatz	phrase	ein Museum besuchen	
10	225	Städtereise und Aktivitäten	Lernwortschatz	phrase	eine Stadtführung machen	
10	225	Städtereise und Aktivitäten	Lernwortschatz	phrase	ins Theater gehen	
10	225	Städtereise und Aktivitäten	Lernwortschatz	phrase	Souvenirs kaufen	
10	225	Städtereise und Aktivitäten	Lernwortschatz	phrase	Spezialitäten probieren	
10	225	Städtereise und Aktivitäten	Lernwortschatz	phrase	einen Apfelstrudel essen	
10	225	Städtereise und Aktivitäten	Lernwortschatz	phrase	Riesenrad fahren	
10	225	Städtereise und Aktivitäten	Lernwortschatz	phrase	einen Spaziergang machen	
10	225	Städtereise und Aktivitäten	Lernwortschatz	phrase	Sehenswürdigkeiten sehen	
10	225	Städtereise und Aktivitäten	Lernwortschatz	phrase	Musik hören	
10	225	Städtereise und Aktivitäten	Lernwortschatz	word	grillen	
10	225	Städtereise und Aktivitäten	Lernwortschatz	word	kochen	
10	225	Städtereise und Aktivitäten	Lernwortschatz	phrase	sich verfahren	
10	225-226	Orientierung in der Stadt	Lernwortschatz	phrase	der Stadtplan	
10	225-226	Orientierung in der Stadt	Lernwortschatz	phrase	die Straße	
10	225-226	Orientierung in der Stadt	Lernwortschatz	phrase	die Kreuzung	
10	225-226	Orientierung in der Stadt	Lernwortschatz	phrase	die Ampel	
10	225-226	Orientierung in der Stadt	Lernwortschatz	phrase	die Ecke	
10	225-226	Orientierung in der Stadt	Lernwortschatz	phrase	der Platz	
10	225-226	Orientierung in der Stadt	Lernwortschatz	phrase	das Hotel	
10	225-226	Orientierung in der Stadt	Lernwortschatz	phrase	die Bank	
10	225-226	Orientierung in der Stadt	Lernwortschatz	phrase	die Bäckerei	
10	225-226	Orientierung in der Stadt	Lernwortschatz	phrase	das Café	
10	225-226	Orientierung in der Stadt	Lernwortschatz	phrase	die Post	
10	225-226	Orientierung in der Stadt	Lernwortschatz	phrase	der Bahnhof	
10	225-226	Orientierung in der Stadt	Lernwortschatz	phrase	der Kiosk	
10	225-226	Orientierung in der Stadt	Lernwortschatz	word	fragen	
10	225-226	Orientierung in der Stadt	Lernwortschatz	word	zeigen	
10	225-226	Orientierung in der Stadt	Lernwortschatz	word	suchen	
10	226	Reiseberichte und Postkarte	Lernwortschatz	sentence	Ich war letzten Sommer in …	
10	226	Reiseberichte und Postkarte	Lernwortschatz	sentence	Die Stadt hat mir sehr gut gefallen.	
10	226	Reiseberichte und Postkarte	Lernwortschatz	sentence	Ich bin viel zu Fuß gegangen.	
10	226	Reiseberichte und Postkarte	Lernwortschatz	sentence	Ich habe mich verfahren.	
10	226	Reiseberichte und Postkarte	Lernwortschatz	sentence	Eine nette Frau hat mir geholfen.	
10	226	Reiseberichte und Postkarte	Lernwortschatz	sentence	Das Wetter war meistens sonnig.	
10	226	Reiseberichte und Postkarte	Lernwortschatz	sentence	Ich habe Brezen gegessen.	
10	226	Reiseberichte und Postkarte	Lernwortschatz	phrase	das Lagerfeuer	
10	226	Reiseberichte und Postkarte	Lernwortschatz	phrase	die Aussicht	
10	226	Reiseberichte und Postkarte	Lernwortschatz	sentence	Herzliche Grüße aus …	
10	226	Reiseberichte und Postkarte	Lernwortschatz	sentence	Es ist sehr schön hier.	
10	226	Reiseberichte und Postkarte	Lernwortschatz	sentence	Ich habe … besucht.	
10	226	Reiseberichte und Postkarte	Lernwortschatz	sentence	Ich habe viel erlebt.	
10	226	Reiseberichte und Postkarte	Lernwortschatz	sentence	Ich möchte … wieder besuchen.	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Entschuldigung, könnten Sie mir helfen?	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Ich suche den Bahnhof.	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Wo ist bitte …?	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Wie komme ich zu …?	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Gehen Sie rechts.	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Gehen Sie links.	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Gehen Sie geradeaus.	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	An der Haltestelle steigt man ein.	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Man steigt an der Haltestelle um.	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Man steigt am … Platz aus.	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Nehmen Sie die erste Straße rechts.	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Nehmen Sie die zweite Straße links.	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Ja, genau.	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Vielen Dank.	
10	227	Urlaub planen und Orientierung	Redemittel	sentence	Bitte, gern.	
10	227	Postkarte schreiben	Redemittel	phrase	Hallo …	
10	227	Postkarte schreiben	Redemittel	phrase	Liebe …	
10	227	Postkarte schreiben	Redemittel	phrase	Lieber …	
10	227	Postkarte schreiben	Redemittel	sentence	Herzliche Grüße aus …	
10	227	Postkarte schreiben	Redemittel	sentence	Hier gibt es viele Sehenswürdigkeiten.	
10	227	Postkarte schreiben	Redemittel	sentence	Gestern habe ich … besucht.	
10	227	Postkarte schreiben	Redemittel	sentence	Man kann hier viel machen.	
10	227	Postkarte schreiben	Redemittel	phrase	Morgen besuche ich …	
10	227	Postkarte schreiben	Redemittel	sentence	Bis bald!	
10	227	Postkarte schreiben	Redemittel	sentence	Viele Grüße!	
